ProjectName,ClassName,ReleaseID,LOC,numRevisions,numRevisionsFromBegin,numFixes,numFixesFromBegin,numAuthors,numAuthorsFromBegin,churn,churnFromBegin,maxLOCAdded,maxLOCAddedFromBegin,avgLOCAdded,avgLOCAddedFromBegin,avgChangeSet,avgChangeSetFromBegin,maxChangeSet,maxChangeSetFromBegin,age,weightedAge,numOps,avgTimeBetweenCommits,numSmells,isBuggy
SYNCOPE,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/AbstractValidator.java,1,47,15,1,2,0,3,1,370,31,119,31,19.0,31.0,428.3333333333333,1329.0,1329.0,1329.0,0,203.71891891891892,2,0.029469548133595286,0,true
SYNCOPE,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/AbstractValidator.java,1,54,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1,true
SYNCOPE,installer/src/main/java/org/apache/syncope/installer/validators/AbstractValidator.java,1,29,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1,true
SYNCOPE,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractVirAttr.java,1,71,21,1,2,0,4,1,554,68,102,68,16.428571428571427,68.0,161.23809523809524,1329.0,1329.0,1329.0,0,274.2815884476534,8,0.0603448275862069,0,false
SYNCOPE,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractVirSchema.java,1,82,5,1,1,0,3,1,140,58,58,58,25.6,58.0,636.4,1329.0,1329.0,1329.0,0,257.52142857142854,9,0.014367816091954023,1,false
SYNCOPE,common/src/main/java/org/apache/syncope/common/wrap/AbstractWrappable.java,1,47,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,0,false
SYNCOPE,console/src/main/java/org/apache/syncope/console/pages/panels/AccountInformationPanel.java,1,74,5,1,1,0,3,1,232,82,82,82,39.6,82.0,636.8,1329.0,1329.0,1329.0,0,146.81465517241378,1,0.07352941176470588,0,false
SYNCOPE,core/src/main/java/org/apache/syncope/core/persistence/beans/AccountPolicy.java,1,90,9,1,1,0,4,1,132,40,40,40,12.11111111111111,40.0,377.8888888888889,1329.0,1329.0,1329.0,0,210.52272727272728,7,0.0391304347826087,0,false
SYNCOPE,core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java,1,106,9,1,2,0,4,1,372,135,139,135,35.666666666666664,135.0,371.0,1329.0,1329.0,1329.0,0,190.03494623655914,1,0.05202312138728324,1,true
SYNCOPE,core/src/main/java/org/apache/syncope/core/policy/AccountPolicyException.java,1,33,5,1,1,0,3,1,94,32,32,32,15.8,32.0,551.0,1329.0,1329.0,1329.0,0,185.24468085106383,2,0.028901734104046242,0,false
SYNCOPE,common/src/main/java/org/apache/syncope/common/types/AccountPolicySpec.java,1,191,8,1,1,0,3,1,359,175,175,175,42.375,175.0,363.75,1329.0,1329.0,1329.0,0,192.22562674094706,18,0.04395604395604396,0,false
SYNCOPE,common/src/main/java/org/apache/syncope/common/to/AccountPolicyTO.java,1,70,8,1,1,0,3,1,140,49,49,49,14.875,49.0,417.0,1329.0,1329.0,1329.0,0,214.20714285714286,5,0.034782608695652174,0,false
SYNCOPE,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/ActionColumn.java,1,60,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.0,0,true
