Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell,Tempo di Refactoring,Debito Tecnico
2314,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/PasswordManagementValidator.java,5.0.0,0,0,0.0
2315,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/PasswordPolicy.java,5.0.0,0,0,0.0
2316,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/policy/PasswordPolicyException.java,5.0.0,0,0,0.0
2317,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/PasswordPolicyTO.java,5.0.0,0,0,0.0
2318,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/task/PasswordReset.java,5.0.0,0,0,0.0
2319,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/rules/PasswordRule.java,5.0.0,0,0,0.0
2320,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/PasswordRuleConf.java,5.0.0,0,0,0.0
2321,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/rules/PasswordRuleConfClass.java,5.0.0,0,0,0.0
2322,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/PatchOperation.java,5.0.0,0,0,0.0
2323,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/PersistenceContext.java,5.0.0,3,10,0.0
2324,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/PersistenceContext.java,5.0.0,2,5,0.0
2325,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/PersistenceInfoDAO.java,5.0.0,0,0,0.0
2326,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/PersistenceProperties.java,5.0.0,0,0,0.0
2327,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/PersistenceProperties.java,5.0.0,0,0,0.0
2328,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/PersistentIdGenerator.java,5.0.0,0,0,0.0
2329,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/PGEntityFactory.java,5.0.0,0,0,0.0
2330,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/PGPersistenceContext.java,5.0.0,0,0,0.0
2331,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/PGPlainSchemaRepoExtImpl.java,5.0.0,0,0,0.0
2332,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/Pie.java,5.0.0,0,0,0.0
2333,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/PieChartOptions.java,5.0.0,0,0,0.0
2334,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/PlainAttr.java,5.0.0,1,2,0.0
2335,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/PlainAttrGetter.java,5.0.0,0,0,0.0
2336,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/attrvalue/PlainAttrValidationManager.java,5.0.0,0,0,0.0
2337,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/attrvalue/PlainAttrValueValidator.java,5.0.0,0,0,0.0
2338,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/PlainSchema.java,5.0.0,0,0,0.0
2339,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/PlainSchemaCheck.java,5.0.0,0,0,0.0
2340,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/PlainSchemaDAO.java,5.0.0,0,0,0.0
2341,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/PlainSchemaRepo.java,5.0.0,0,0,0.0
2342,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/PlainSchemaRepo.java,5.0.0,0,0,0.0
2343,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/PlainSchemaTO.java,5.0.0,0,0,0.0
2344,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/info/PlatformInfo.java,5.0.0,0,0,0.0
2345,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/serialization/POJOHelper.java,5.0.0,0,0,0.0
2346,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/Policy.java,5.0.0,0,0,0.0
2347,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/PolicyCheck.java,5.0.0,0,0,0.0
2348,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/PolicyDataBinder.java,5.0.0,0,0,0.0
2349,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/policy/PolicyException.java,5.0.0,0,0,0.0
2350,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/PolicyRenderer.java,5.0.0,0,0,0.0
2351,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/PolicyRuleWrapper.java,5.0.0,0,0,0.0
2352,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/PolicyServiceImpl.java,5.0.0,0,0,0.0
2353,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/PolicyTabProvider.java,5.0.0,0,0,0.0
2354,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/PolicyTO.java,5.0.0,0,0,0.0
2355,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/PolicyType.java,5.0.0,0,0,0.0
2356,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/PolicyUtils.java,5.0.0,0,0,0.0
2357,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/PolicyUtilsFactory.java,5.0.0,0,0,0.0
2358,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/PolicyValidator.java,5.0.0,0,0,0.0
2359,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/Preference.java,5.0.0,0,0,0.0
2360,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/clientapps/PrincipalAttributeUsernameAttributeProviderConf.java,5.0.0,0,0,0.0
2361,SYNCOPE,fit/core-reference/src/main/java-all/org/apache/syncope/fit/core/reference/flowable/PrintersValueProvider.java,5.0.0,0,0,0.0
2362,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/ProgressBean.java,5.0.0,0,0,0.0
2363,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/ProgressPanel.java,5.0.0,0,0,0.0
2364,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/propagation/PropagationActions.java,5.0.0,0,0,0.0
2365,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/propagation/PropagationException.java,5.0.0,0,0,0.0
2366,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/propagation/PropagationManager.java,5.0.0,0,0,0.0
2367,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/PropagationPolicy.java,5.0.0,0,0,0.0
2368,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/propagation/PropagationReporter.java,5.0.0,0,0,0.0
2369,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/PropagationStatus.java,5.0.0,0,0,0.0
2370,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/PropagationTask.java,5.0.0,0,0,0.0
2371,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/PropagationTaskCheck.java,5.0.0,0,0,0.0
2372,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/propagation/PropagationTaskExecutor.java,5.0.0,0,0,0.0
2373,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/serialization/PropagationTaskInfoSerializer.java,5.0.0,0,0,0.0
2374,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/PropagationTaskTO.java,5.0.0,0,0,0.0
2375,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/PropagationTaskValidator.java,5.0.0,0,0,0.0
2376,SYNCOPE,wa/bootstrap/src/main/java/org/apache/syncope/wa/bootstrap/mapping/PropertySourceMapper.java,5.0.0,0,0,0.0
2377,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/ProvidedKeyEntity.java,5.0.0,0,0,0.0
2378,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/Provision.java,5.0.0,0,0,0.0
2379,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ProvisionAction.java,5.0.0,0,0,0.0
2380,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/ProvisioningActions.java,5.0.0,0,0,0.0
2381,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/ProvisioningContext.java,5.0.0,0,0,0.0
2382,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/ProvisioningManager.java,5.0.0,0,0,0.0
2383,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/ProvisioningPolicy.java,5.0.0,0,0,0.0
2384,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/ProvisioningProfile.java,5.0.0,0,0,0.0
2385,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/ProvisioningProperties.java,5.0.0,0,0,0.0
2386,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/ProvisioningReport.java,5.0.0,0,0,0.0
2387,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/ProvisioningResult.java,5.0.0,0,0,0.0
2388,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/ProvisioningTaskCheck.java,5.0.0,0,0,0.0
2389,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/ProvisioningTaskTO.java,5.0.0,0,0,0.0
2390,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/ProvisioningTaskValidator.java,5.0.0,0,0,0.0
2391,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/ProvisionSorter.java,5.0.0,0,0,0.0
2392,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/PublicRouteMatcher.java,5.0.0,0,0,0.0
2393,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/PullMode.java,5.0.0,0,0,0.0
2394,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/PullTask.java,5.0.0,0,0,0.0
2395,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/PushActions.java,5.0.0,0,0,0.0
2396,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/rules/PushCorrelationRule.java,5.0.0,0,0,0.0
2397,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/policy/PushCorrelationRuleConf.java,5.0.0,0,0,0.0
2398,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/rules/PushCorrelationRuleConfClass.java,5.0.0,0,0,0.0
2399,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/PushCorrelationRuleEntity.java,5.0.0,0,0,0.0
2400,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/policy/PushPolicyTO.java,5.0.0,0,0,0.0
2401,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/PushTask.java,5.0.0,0,0,0.0
2402,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/PushTaskTO.java,5.0.0,0,0,0.0
2403,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/PushTaskWrapper.java,5.0.0,0,0,0.0
2404,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/filters/QueryParamToRequestHeaderFilterFactory.java,5.0.0,0,0,0.0
2405,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/RealmCheck.java,5.0.0,0,0,0.0
2406,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/RealmChecker.java,5.0.0,0,0,0.0
2407,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/RealmCompleteCondition.java,5.0.0,0,0,0.0
2408,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/RealmDataBinder.java,5.0.0,0,0,0.0
2409,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/RealmFiqlSearchConditionBuilder.java,5.0.0,0,0,0.0
2410,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/RealmMember.java,5.0.0,0,0,0.0
2411,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/RealmPartialCondition.java,5.0.0,0,0,0.0
2412,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/RealmPolicyProvider.java,5.0.0,0,0,0.0
2413,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/RealmProperty.java,5.0.0,0,0,0.0
2414,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/RealmPullResultHandler.java,5.0.0,0,0,0.0
2415,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/RealmPushResultHandler.java,5.0.0,0,0,0.0
2416,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/RealmQuery.java,5.0.0,0,0,0.0
2417,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/RealmRestClient.java,5.0.0,0,0,0.0
2418,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/search/RealmSearchCondVisitor.java,5.0.0,0,0,0.0
2419,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/RealmSearchDAO.java,5.0.0,0,0,0.0
2420,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/RealmSearchNode.java,5.0.0,0,0,0.0
2421,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/RealmServiceImpl.java,5.0.0,0,0,0.0
2422,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/RealmsUtils.java,5.0.0,0,0,0.0
2423,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/RealmTO.java,5.0.0,0,0,0.0
2424,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/utils/RealmUtils.java,5.0.0,0,0,0.0
2425,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/RealmValidator.java,5.0.0,0,0,0.0
2426,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/notification/RecipientsProvider.java,5.0.0,0,0,0.0
2427,SYNCOPE,core/idm/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/ReconciliationServiceImpl.java,5.0.0,0,0,0.0
2428,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/ReconFilterBuilder.java,5.0.0,0,0,0.0
2429,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/ReconQuery.java,5.0.0,0,0,0.0
2430,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/ReconStatus.java,5.0.0,0,0,0.0
2431,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/Reference.java,5.0.0,0,0,0.0
2432,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/RelatableTO.java,5.0.0,0,0,0.0
2433,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Relationship.java,5.0.0,0,0,0.0
2434,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/RelationshipCheck.java,5.0.0,0,0,0.0
2435,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/RelationshipCond.java,5.0.0,0,0,0.0
2436,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/RelationshipTO.java,5.0.0,0,0,0.0
2437,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/RelationshipTypeCheck.java,5.0.0,0,0,0.0
2438,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/RelationshipTypeCond.java,5.0.0,0,0,0.0
2439,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/RelationshipTypeDataBinder.java,5.0.0,0,0,0.0
2440,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/RelationshipTypeExtension.java,5.0.0,0,0,0.0
2441,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/RelationshipTypeRepo.java,5.0.0,0,0,0.0
2442,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RelationshipTypeRepo.java,5.0.0,0,0,0.0
2443,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/RelationshipTypeRestClient.java,5.0.0,0,0,0.0
2444,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/RelationshipTypeServiceImpl.java,5.0.0,0,0,0.0
2445,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/RelationshipTypeTO.java,5.0.0,0,0,0.0
2446,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/RelationshipTypeValidator.java,5.0.0,0,0,0.0
2447,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/RelationshipUR.java,5.0.0,0,0,0.0
2448,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/RelationshipValidator.java,5.0.0,0,0,0.0
2449,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Remediation.java,5.0.0,0,0,0.0
2450,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/RemediationCheck.java,5.0.0,0,0,0.0
2451,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/RemediationDAO.java,5.0.0,0,0,0.0
2452,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/RemediationDataBinder.java,5.0.0,0,0,0.0
2453,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/RemediationDataBinderImpl.java,5.0.0,0,0,0.0
2454,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/RemediationQuery.java,5.0.0,0,0,0.0
2455,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/RemediationRepo.java,5.0.0,0,0,0.0
2456,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RemediationRepo.java,5.0.0,0,0,0.0
2457,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/RemediationRepoExt.java,5.0.0,0,0,0.0
2458,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RemediationRepoExt.java,5.0.0,0,0,0.0
2459,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/RemediationTO.java,5.0.0,0,0,0.0
2460,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/RemoteEndpointAccessMapper.java,5.0.0,0,0,0.0
2461,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/RemoteEndpointAccessPolicyConf.java,5.0.0,0,0,0.0
2462,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/ReportCheck.java,5.0.0,0,0,0.0
2463,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/report/ReportConf.java,5.0.0,0,0,0.0
2464,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/job/report/ReportConfClass.java,5.0.0,0,0,0.0
2465,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/reports/ReportConfWrapper.java,5.0.0,0,0,0.0
2466,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/ReportDataBinder.java,5.0.0,0,0,0.0
2467,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/report/ReportException.java,5.0.0,0,0,0.0
2468,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/ReportExec.java,5.0.0,0,0,0.0
2469,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/ReportExecDAO.java,5.0.0,0,0,0.0
2470,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ReportExecRepo.java,5.0.0,0,0,0.0
2471,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ReportExecRepo.java,5.0.0,0,0,0.0
2472,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ReportExecRepoExt.java,5.0.0,0,0,0.0
2473,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ReportExecRepoExt.java,5.0.0,0,0,0.0
2474,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/job/report/ReportJobDelegate.java,5.0.0,0,0,0.0
2475,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ReportRepo.java,5.0.0,0,0,0.0
2476,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ReportRepo.java,5.0.0,0,0,0.0
2477,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ReportRepoExt.java,5.0.0,0,0,0.0
2478,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ReportRepoExtImpl.java,5.0.0,0,0,0.0
2479,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/ReportRestClient.java,5.0.0,0,0,0.0
2480,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/ReportServiceImpl.java,5.0.0,0,0,0.0
2481,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ReportTemplateFormat.java,5.0.0,0,0,0.0
2482,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/ReportTO.java,5.0.0,0,0,0.0
2483,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/ReportValidator.java,5.0.0,0,0,0.0
2484,SYNCOPE,ext/saml2sp4ui/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/RequestedAuthnContextProvider.java,5.0.0,0,0,0.0
2485,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/annotations/Resource.java,5.0.0,0,0,0.0
2486,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ResourceAssociationAction.java,5.0.0,0,0,0.0
2487,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/ResourceCond.java,5.0.0,0,0,0.0
2488,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/ResourceDataBinder.java,5.0.0,0,0,0.0
2489,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/commons/ResourceDataProvider.java,5.0.0,0,0,0.0
2490,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ResourceDeassociationAction.java,5.0.0,0,0,0.0
2491,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/ResourceDR.java,5.0.0,0,0,0.0
2492,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ResourceOperation.java,5.0.0,0,0,0.0
2493,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/rest/ResourceRestClient.java,5.0.0,0,0,0.0
2494,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/any/Resources.java,5.0.0,0,0,0.0
2495,SYNCOPE,core/idm/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/ResourceServiceImpl.java,5.0.0,0,0,0.0
2496,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/ResourceTO.java,5.0.0,0,0,0.0
2497,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/ResourceType.java,5.0.0,0,0,0.0
2498,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/rest/ResponseHolder.java,5.0.0,0,0,0.0
2499,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/rest/RestClient.java,5.0.0,0,0,0.0
2500,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/RESTHeaders.java,5.0.0,0,0,0.0
2501,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/password/RESTPasswordManagementConf.java,5.0.0,0,0,0.0
2502,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/RESTProperties.java,5.0.0,0,0,0.0
2503,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/RoleCheck.java,5.0.0,0,0,0.0
2504,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/RoleCond.java,5.0.0,0,0,0.0
2505,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/RoleDAO.java,5.0.0,0,0,0.0
2506,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/RoleDataBinder.java,5.0.0,0,0,0.0
2507,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/RoleRepo.java,5.0.0,0,0,0.0
2508,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RoleRepo.java,5.0.0,0,0,0.0
