Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell,Tempo di Refactoring,Debito Tecnico
679,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/ConnConfPropertyListConverter.java,5.0.0,1,10,2.2
680,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/ConnectorCapabilitySetConverter.java,5.0.0,1,10,2.2
681,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/GoogleMfaAuthAccountListConverter.java,5.0.0,1,10,2.2
682,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/GoogleMfaAuthTokenListConverter.java,5.0.0,1,10,2.2
683,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/ImpersonationAccountListConverter.java,5.0.0,1,10,2.2
684,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARelationshipTypeExtension.java,5.0.0,1,30,2.2
685,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/Locale2StringMapConverter.java,5.0.0,1,10,2.2
686,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jAccessToken.java,5.0.0,1,30,2.2
687,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jAnyAbout.java,5.0.0,1,30,2.2
688,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/OAuth20AuthModuleConf.java,5.0.0,1,30,2.2
689,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/String2SetOfStringMapConverter.java,5.0.0,1,10,2.2
690,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/WAConsentDecisionListConverter.java,5.0.0,1,10,2.2
691,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/WebAuthnDeviceCredentialListConverter.java,5.0.0,1,10,2.2
692,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/XmlSecAlgorithmListConverter.java,5.0.0,1,10,2.2
693,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/AbstractPatchItem.java,5.0.0,1,30,2.1
694,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/AbstractWizardMgtPanel.java,5.0.0,2,7,2.1
695,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/ConnectorFacadeProxy.java,5.0.0,24,279,2.1
696,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/serialization/ConnectorObjectIdentificationDeserializer.java,5.0.0,4,25,2.1
697,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/group/JPAGroupTypeExtension.java,5.0.0,1,30,2.1
698,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAPasswordManagement.java,5.0.0,1,30,2.1
699,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/MappingManager.java,5.0.0,2,40,2.1
700,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/Meta.java,5.0.0,1,30,2.1
701,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4JPasswordManagement.java,5.0.0,1,30,2.1
702,SYNCOPE,ext/saml2sp4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/SAML2SP4UIIdP.java,5.0.0,1,20,2.1
703,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/SecurityConfig.java,5.0.0,2,25,2.1
704,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/SecurityConfig.java,5.0.0,2,25,2.1
705,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAAccountPolicy.java,5.0.0,2,35,2.0
706,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAnyAbout.java,5.0.0,1,30,2.0
707,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAnyType.java,5.0.0,1,30,2.0
708,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAImplementation.java,5.0.0,1,30,2.0
709,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAPasswordPolicy.java,5.0.0,2,35,2.0
710,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/user/JPAUMembership.java,5.0.0,1,30,2.0
711,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jSchema.java,5.0.0,1,30,2.0
712,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/policy/PropagationPolicyTO.java,5.0.0,1,30,2.0
713,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/SAML2IdPAuthModuleConf.java,5.0.0,4,120,2.0
714,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractProvisioningJobDelegate.java,5.0.0,15,314,1.9
715,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/ActionLink.java,5.0.0,5,77,1.9
716,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/rest/AMSessionRestClient.java,5.0.0,1,30,1.9
717,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/batch/BatchClientProxyImpl.java,5.0.0,1,30,1.9
718,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/GroupDAO.java,5.0.0,1,20,1.9
719,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAccessToken.java,5.0.0,1,30,1.9
720,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARole.java,5.0.0,2,35,1.9
721,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jDerSchema.java,5.0.0,1,30,1.9
722,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jFIQLQuery.java,5.0.0,1,30,1.9
723,SYNCOPE,ext/scimv2/scim-rest-cxf/src/main/java/org/apache/syncope/ext/scimv2/cxf/service/AbstractSCIMService.java,5.0.0,7,118,1.8
724,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/init/ClassPathScanImplementationLookup.java,5.0.0,10,124,1.8
725,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/ClientAppLogic.java,5.0.0,8,106,1.8
726,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/GroupValidator.java,5.0.0,1,10,1.8
727,SYNCOPE,core/metrics-starter/src/main/java/org/apache/syncope/core/spring/security/InstrumentedAuthDataAccessor.java,5.0.0,11,80,1.8
728,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAFIQLQuery.java,5.0.0,1,30,1.8
729,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/MacroJobDelegate.java,5.0.0,10,146,1.8
730,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jMacroTaskCommand.java,5.0.0,1,30,1.8
731,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4jOIDCOpEntity.java,5.0.0,1,30,1.8
732,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jPolicyDAO.java,5.0.0,15,137,1.8
733,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4jSAML2IdPEntity.java,5.0.0,1,30,1.8
734,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractExec.java,5.0.0,1,30,1.7
735,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/BooleanReplacePatchItem.java,5.0.0,1,5,1.7
736,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/content/ContentLoaderHandler.java,5.0.0,16,78,1.7
737,SYNCOPE,core/starter/src/main/java/org/apache/syncope/core/starter/actuate/DomainsHealthIndicator.java,5.0.0,3,15,1.7
738,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPADerSchema.java,5.0.0,1,30,1.7
739,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jRole.java,5.0.0,2,35,1.7
740,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/StringReplacePatchItem.java,5.0.0,1,5,1.7
741,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/UserRepoExt.java,5.0.0,1,20,1.7
742,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/pac4j/saml/WASAML2ClientKeystoreGenerator.java,5.0.0,2,35,1.7
743,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractExec.java,5.0.0,1,30,1.6
744,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/AbstractSchedTask.java,5.0.0,1,30,1.6
745,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/spring/CommonEntityManagerFactoryConf.java,5.0.0,3,30,1.6
746,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/JAXRSService.java,5.0.0,1,10,1.6
747,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/anyobject/JPAAMembership.java,5.0.0,1,30,1.6
748,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/anyobject/JPAARelationship.java,5.0.0,1,30,1.6
749,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/group/JPAGRelationship.java,5.0.0,1,30,1.6
750,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/user/JPAURelationship.java,5.0.0,1,30,1.6
751,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/LogicInvocationHandler.java,5.0.0,3,42,1.6
752,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/user/Neo4jLinkedAccount.java,5.0.0,3,80,1.6
753,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/policy/Neo4jPropagationPolicy.java,5.0.0,1,30,1.6
754,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/OIDCC4UIProvider.java,5.0.0,1,20,1.6
755,SYNCOPE,ext/openfga/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/OpenFGAReinit.java,5.0.0,8,47,1.6
756,SYNCOPE,common/keymaster/self/client-self/src/main/java/org/apache/syncope/common/keymaster/client/self/SelfKeymasterServiceOps.java,5.0.0,4,47,1.6
757,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/spring/SyncopeJPARepository.java,5.0.0,1,10,1.6
758,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/jexl/TemplateUtils.java,5.0.0,14,110,1.6
759,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/TestMacroActions.java,5.0.0,2,10,1.6
760,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/XmlSecAlgorithm.java,5.0.0,9,18,1.6
761,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/AbstractOAuth20AuthModuleConf.java,5.0.0,1,30,1.5
762,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/AbstractSearchPanel.java,5.0.0,7,102,1.5
763,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/AbstractXMLContentLoader.java,5.0.0,2,25,1.5
764,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/commons/AMRealmPolicyProvider.java,5.0.0,4,32,1.5
765,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAPropagationPolicy.java,5.0.0,1,30,1.5
766,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPASAML2IdPEntity.java,5.0.0,1,30,1.5
767,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/anyobject/Neo4jAMembership.java,5.0.0,1,30,1.5
768,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/anyobject/Neo4jARelationship.java,5.0.0,1,30,1.5
769,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jExternalResource.java,5.0.0,5,125,1.5
770,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/serialization/SyncTokenSerializer.java,5.0.0,1,16,1.5
771,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/AbstractAuthProfileLogic.java,5.0.0,2,22,1.4
772,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/AnyTypeRepoExtImpl.java,5.0.0,6,35,1.4
773,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/AttrSchemaType.java,5.0.0,9,18,1.4
774,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/ws/BasePageWebSocketBehavior.java,5.0.0,4,39,1.4
775,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAAttrRepo.java,5.0.0,1,30,1.4
776,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAAuthModule.java,5.0.0,1,30,1.4
777,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAPolicyDAO.java,5.0.0,11,94,1.4
778,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARelationshipType.java,5.0.0,1,30,1.4
779,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/MasterDomain.java,5.0.0,4,20,1.4
780,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jDelegation.java,5.0.0,1,30,1.4
781,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jRelationshipType.java,5.0.0,1,30,1.4
782,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/user/Neo4jURelationship.java,5.0.0,1,30,1.4
783,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/PlainSchemaValidator.java,5.0.0,4,20,1.4
784,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/RelationshipTypeRepoExtImpl.java,5.0.0,4,38,1.4
785,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/rest/RemediationRestClient.java,5.0.0,1,20,1.4
786,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/report/ReportJob.java,5.0.0,3,30,1.4
787,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/SyncopeEnduserSession.java,5.0.0,4,120,1.4
788,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/TaskJob.java,5.0.0,3,30,1.4
789,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/commons/AMAccessPolicyConfProvider.java,5.0.0,1,5,1.3
790,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AnyChecker.java,5.0.0,7,66,1.3
791,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/AttrRepoLogic.java,5.0.0,2,28,1.3
792,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/ChartJSPanel.java,5.0.0,1,20,1.3
793,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultMappingManager.java,5.0.0,40,396,1.3
794,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultRealmPushResultHandler.java,5.0.0,9,156,1.3
795,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/ExternalResource.java,5.0.0,1,20,1.3
796,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPADelegation.java,5.0.0,1,30,1.3
797,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAFormPropertyDef.java,5.0.0,8,65,1.3
798,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/MasterDomain.java,5.0.0,3,15,1.3
799,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/MDCInInterceptor.java,5.0.0,1,10,1.3
800,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jReport.java,5.0.0,2,35,1.3
801,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/PullJobDelegate.java,5.0.0,5,92,1.3
802,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ResourceDataBinderImpl.java,5.0.0,9,188,1.3
803,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RoleRepoExtImpl.java,5.0.0,2,30,1.3
804,SYNCOPE,ext/scimv2/logic/src/main/java/org/apache/syncope/core/logic/SCIMLogic.java,5.0.0,13,88,1.3
805,SYNCOPE,ext/scimv2/logic/src/main/java/org/apache/syncope/core/logic/scim/SearchCondVisitor.java,5.0.0,10,126,1.3
806,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractPushResultHandler.java,5.0.0,11,156,1.2
807,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/attrvalue/AlwaysTrueValidator.java,5.0.0,1,5,1.2
808,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AttributableDataBinder.java,5.0.0,6,55,1.2
809,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/commons/IdMExternalResourceProvider.java,5.0.0,2,10,1.2
810,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/JPADomainRegistry.java,5.0.0,3,28,1.2
811,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAMacroTask.java,5.0.0,3,40,1.2
812,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAReport.java,5.0.0,2,35,1.2
813,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/MfaTrustedDeviceQuery.java,5.0.0,1,30,1.2
814,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jAuditEvent.java,5.0.0,1,30,1.2
815,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jSchedTask.java,5.0.0,1,30,1.2
816,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/notification/NotificationJob.java,5.0.0,1,20,1.2
817,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/PasswordManagementLogic.java,5.0.0,2,28,1.2
818,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/PGJPARealmSearchDAO.java,5.0.0,10,74,1.2
819,SYNCOPE,fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/cxf/ProvisioningImpl.java,5.0.0,18,168,1.2
820,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RelationshipTypeRepoExtImpl.java,5.0.0,3,30,1.2
821,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/RoleLogic.java,5.0.0,2,32,1.2
822,SYNCOPE,ext/scimv2/scim-rest-cxf/src/main/java/org/apache/syncope/ext/scimv2/cxf/service/SCIMServiceImpl.java,5.0.0,1,20,1.2
823,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleSession.java,5.0.0,7,134,1.2
824,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/AnyTypeClassLogic.java,5.0.0,2,28,1.1
825,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/CSVPushSpec.java,5.0.0,1,30,1.1
826,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/any/Details.java,5.0.0,1,5,1.1
827,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/search/FilterVisitor.java,5.0.0,6,46,1.1
828,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/IdRepoRealmPolicyProvider.java,5.0.0,2,16,1.1
829,SYNCOPE,core/metrics-starter/src/main/java/org/apache/syncope/core/provisioning/java/propagation/InstrumentedPriorityPropagationTaskExecutor.java,5.0.0,1,20,1.1
830,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/jexl/JexlContextBuilder.java,5.0.0,3,50,1.1
831,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAAuditEvent.java,5.0.0,1,30,1.1
832,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/user/JPALinkedAccount.java,5.0.0,2,50,1.1
833,SYNCOPE,fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/LDAPStartStopListener.java,5.0.0,1,20,1.1
834,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4jAttrRepo.java,5.0.0,1,30,1.1
835,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4jAuthModule.java,5.0.0,1,30,1.1
836,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/Neo4jDomainHolder.java,5.0.0,2,10,1.1
837,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/OracleJPARealmSearchDAO.java,5.0.0,6,54,1.1
838,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/ProvisioningReportsPanel.java,5.0.0,4,23,1.1
839,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/commons/ProvisioningUtils.java,5.0.0,1,10,1.1
840,SYNCOPE,ext/saml2sp4ui/common-lib/src/main/java/org/apache/syncope/common/lib/to/SAML2SP4UIIdPTO.java,5.0.0,1,30,1.1
841,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionDetailsPanel.java,5.0.0,1,8,1.1
842,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/attr/StubAttrRepoConf.java,5.0.0,1,5,1.1
843,SYNCOPE,core/persistence-neo4j/src/main/java/org/springframework/data/neo4j/repository/support/SyncopeNeo4jRepositoryFactory.java,5.0.0,1,15,1.1
844,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/actuate/SyncopeSRAInfoContributor.java,5.0.0,1,5,1.1
845,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/SyncopeUIRequestCycleListener.java,5.0.0,2,27,1.1
846,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/task/VirtualThreadPoolTaskExecutor.java,5.0.0,1,30,1.1
847,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/consent/WAConsentRepository.java,5.0.0,1,30,1.1
848,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/AbstractClientAppMapper.java,5.0.0,1,20,1.0
849,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/AbstractExecutableService.java,5.0.0,1,20,1.0
850,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/AbstractFieldPanel.java,5.0.0,4,23,1.0
851,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/AbstractJPAAnySearchDAO.java,5.0.0,22,223,1.0
852,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractPullResultHandler.java,5.0.0,27,247,1.0
853,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/AbstractXMLContentExporter.java,5.0.0,2,10,1.0
854,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AuditQuery.java,5.0.0,1,30,1.0
855,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/init/ClassPathScanImplementationLookup.java,5.0.0,4,70,1.0
856,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/ExpiredBatchCleanup.java,5.0.0,1,5,1.0
857,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/FIQLQueryLogic.java,5.0.0,2,36,1.0
858,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/GroupMemberProvisionTaskJobDelegate.java,5.0.0,6,51,1.0
859,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/InboundMatcher.java,5.0.0,11,125,1.0
860,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jEntityCacheDAO.java,5.0.0,1,20,1.0
861,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jFormPropertyDef.java,5.0.0,6,55,1.0
862,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jProvisioningTask.java,5.0.0,1,30,1.0
863,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/PGJPAAnySearchDAO.java,5.0.0,10,74,1.0
864,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/RelationshipTypeLogic.java,5.0.0,2,28,1.0
865,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/RestClientExceptionMapper.java,5.0.0,2,37,1.0
866,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/SecurityQuestionLogic.java,5.0.0,2,28,1.0
