Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell,Tempo di Refactoring
411,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/preview/BinaryImagePreviewer.java,5.0.0,1,270
412,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/status/ChangePasswordModal.java,5.0.0,1,270
413,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/CollectionPanel.java,5.0.0,1,270
414,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/CommandWizardBuilder.java,5.0.0,1,270
415,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ConnCapabilitiesPanel.java,5.0.0,1,270
416,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/ConnObjectDetails.java,5.0.0,1,270
417,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/ConsoleAuxClasses.java,5.0.0,1,270
418,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/Constants.java,5.0.0,1,270
419,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DashboardExtensionsPanel.java,5.0.0,1,270
420,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/preview/DefaultPreviewer.java,5.0.0,1,270
421,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DerSchemaDetails.java,5.0.0,1,270
422,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/ExecMessage.java,5.0.0,1,270
423,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/JsonEditorPanel.java,5.0.0,1,270
424,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/LinkedAccountsStatusModalPanel.java,5.0.0,1,270
425,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/LiveSyncTaskTO.java,5.0.0,1,270
426,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/LoadWidget.java,5.0.0,1,270
427,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Login.java,5.0.0,1,270
428,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/MfaEnroll.java,5.0.0,1,270
429,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/MfaEnroll.java,5.0.0,1,270
430,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ModalDirectoryPanel.java,5.0.0,1,270
431,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/MustChangePassword.java,5.0.0,1,270
432,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/NotificationMailBodyDetails.java,5.0.0,1,270
433,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/wizards/mapping/OIDCProviderMappingPanel.java,5.0.0,1,270
434,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/ProgressesPanel.java,5.0.0,1,270
435,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/PropagationErrorPanel.java,5.0.0,1,270
436,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/PullTaskTO.java,5.0.0,1,270
437,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/RelationshipTypeModalPanel.java,5.0.0,1,270
438,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/RemoteObjectPanel.java,5.0.0,1,270
439,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/ResourceAR.java,5.0.0,1,270
440,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceMappingPanel.java,5.0.0,1,270
441,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/Resources.java,5.0.0,1,270
442,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/ResultPanel.java,5.0.0,1,270
443,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/wizards/mapping/SAML2IdPMappingPanel.java,5.0.0,1,270
444,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/panels/SAML2SPPanel.java,5.0.0,1,270
445,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/panels/SCIMConfAccordionContainer.java,5.0.0,1,270
446,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionsModalPanel.java,5.0.0,1,270
447,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SessionExpirationModalPanel.java,5.0.0,1,270
448,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/StatusR.java,5.0.0,1,270
449,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/TemplateModal.java,5.0.0,1,270
450,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/TextEditorPanel.java,5.0.0,1,270
451,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/UserInformationPanel.java,5.0.0,1,270
452,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/UserRequestFormDetails.java,5.0.0,1,270
453,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/UsersByStatusWidget.java,5.0.0,1,270
454,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/XMLEditorPanel.java,5.0.0,1,270
455,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/topology/TopologyWebSocketBehavior.java,5.0.0,13,263
456,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractPullResultHandler.java,5.0.0,27,247
457,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/AbstractJPAAnySearchDAO.java,5.0.0,22,223
458,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jMacroTask.java,5.0.0,9,220
459,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ResourceDataBinderImpl.java,5.0.0,9,188
460,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jRealm.java,5.0.0,8,170
461,SYNCOPE,fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/cxf/ProvisioningImpl.java,5.0.0,18,168
462,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractPushResultHandler.java,5.0.0,11,156
463,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultRealmPushResultHandler.java,5.0.0,9,156
464,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/any/AbstractAttrs.java,5.0.0,10,151
465,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jAnySearchDAO.java,5.0.0,17,151
466,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/MacroJobDelegate.java,5.0.0,10,146
467,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/AbstractPropagationTaskExecutor.java,5.0.0,15,139
468,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jPolicyDAO.java,5.0.0,15,137
469,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jRealmSearchDAO.java,5.0.0,17,135
470,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/SyncopeConsoleSession.java,5.0.0,7,134
471,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultRealmPullResultHandler.java,5.0.0,16,126
472,SYNCOPE,ext/scimv2/logic/src/main/java/org/apache/syncope/core/logic/scim/SearchCondVisitor.java,5.0.0,10,126
473,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/TaskDataBinderImpl.java,5.0.0,13,126
474,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/InboundMatcher.java,5.0.0,11,125
475,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jExternalResource.java,5.0.0,5,125
476,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/init/ClassPathScanImplementationLookup.java,5.0.0,10,124
477,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/SAML2IdPAuthModuleConf.java,5.0.0,4,120
478,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/SyncopeEnduserSession.java,5.0.0,4,120
479,SYNCOPE,ext/scimv2/scim-rest-cxf/src/main/java/org/apache/syncope/ext/scimv2/cxf/service/AbstractSCIMService.java,5.0.0,7,118
480,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ClientExceptionType.java,5.0.0,55,113
481,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/notification/DefaultNotificationManager.java,5.0.0,12,111
482,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/jexl/TemplateUtils.java,5.0.0,14,110
483,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/AbstractJPARealmSearchDAO.java,5.0.0,13,108
484,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/dao/AbstractAnyMatchDAO.java,5.0.0,14,106
485,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/ClientAppLogic.java,5.0.0,8,106
486,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AnyDataBinder.java,5.0.0,9,105
487,SYNCOPE,core/idm/logic/src/main/java/org/apache/syncope/core/logic/RemediationLogic.java,5.0.0,8,103
488,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/AbstractSearchPanel.java,5.0.0,7,102
489,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/DefaultPropagationManager.java,5.0.0,6,101
490,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/PolicyDAO.java,5.0.0,5,100
491,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Realm.java,5.0.0,5,100
492,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/ConnectorManagerRemoteCommitListener.java,5.0.0,4,95
493,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAPolicyDAO.java,5.0.0,11,94
494,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/SyncopeAnonymousClient.java,5.0.0,6,93
495,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/PullJobDelegate.java,5.0.0,5,92
496,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultUserPullResultHandler.java,5.0.0,12,91
497,SYNCOPE,ext/elasticsearch/persistence/src/main/java/org/apache/syncope/core/persistence/elasticsearch/dao/ElasticsearchRealmSearchDAO.java,5.0.0,9,91
498,SYNCOPE,ext/opensearch/persistence/src/main/java/org/apache/syncope/core/persistence/opensearch/dao/OpenSearchRealmSearchDAO.java,5.0.0,8,91
499,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/any/AbstractGroupsModel.java,5.0.0,3,90
500,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jTaskDAO.java,5.0.0,17,88
501,SYNCOPE,ext/scimv2/logic/src/main/java/org/apache/syncope/core/logic/SCIMLogic.java,5.0.0,13,88
502,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPATaskDAO.java,5.0.0,14,87
503,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/TaskLogic.java,5.0.0,6,87
504,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/AnyObjectRepoExtImpl.java,5.0.0,11,82
505,SYNCOPE,ext/elasticsearch/persistence/src/main/java/org/apache/syncope/core/persistence/elasticsearch/dao/ElasticsearchAnySearchDAO.java,5.0.0,9,81
506,SYNCOPE,ext/opensearch/persistence/src/main/java/org/apache/syncope/core/persistence/opensearch/dao/OpenSearchAnySearchDAO.java,5.0.0,8,81
507,SYNCOPE,core/metrics-starter/src/main/java/org/apache/syncope/core/spring/security/InstrumentedAuthDataAccessor.java,5.0.0,11,80
508,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/user/Neo4jLinkedAccount.java,5.0.0,3,80
509,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Relatable.java,5.0.0,4,80
510,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/user/User.java,5.0.0,4,80
511,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/content/ContentLoaderHandler.java,5.0.0,16,78
512,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/content/ContentLoaderHandler.java,5.0.0,9,78
513,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/ActionLink.java,5.0.0,5,77
514,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/any/PasswordPanel.java,5.0.0,5,77
515,SYNCOPE,core/workflow-java/src/main/java/org/apache/syncope/core/workflow/java/AbstractUserWorkflowAdapter.java,5.0.0,8,76
516,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultUserPushResultHandler.java,5.0.0,6,76
517,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractSyncopeResultHandler.java,5.0.0,12,75
518,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/PolicyLogic.java,5.0.0,6,75
519,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/PGJPAAnySearchDAO.java,5.0.0,10,74
520,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/PGJPARealmSearchDAO.java,5.0.0,10,74
521,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/UserRepoExtImpl.java,5.0.0,9,73
522,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/init/ClassPathScanImplementationLookup.java,5.0.0,4,70
523,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/group/Neo4jGRelationship.java,5.0.0,3,70
524,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/user/Neo4jUMembership.java,5.0.0,3,70
525,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/support/SyncopeGroupQueryImpl.java,5.0.0,4,70
526,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/support/SyncopeUserQueryImpl.java,5.0.0,4,70
527,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/UserDataBinderImpl.java,5.0.0,8,70
528,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/content/XMLContentExporter.java,5.0.0,8,70
529,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/RouteProvider.java,5.0.0,6,69
530,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/UserRepoExtImpl.java,5.0.0,9,68
531,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/AbstractAnyService.java,5.0.0,7,66
532,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AnyChecker.java,5.0.0,7,66
533,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/EnableFlowableForTestUsers.java,5.0.0,13,65
534,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAFormPropertyDef.java,5.0.0,8,65
535,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/AuthDataAccessor.java,5.0.0,7,64
536,SYNCOPE,ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchIndexManager.java,5.0.0,10,64
537,SYNCOPE,ext/opensearch/client-opensearch/src/main/java/org/apache/syncope/ext/opensearch/client/OpenSearchIndexManager.java,5.0.0,10,64
538,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractEntityFactory.java,5.0.0,1,63
539,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jEntityFactory.java,5.0.0,1,63
540,SYNCOPE,core/idm/logic/src/main/java/org/apache/syncope/core/logic/ReconciliationLogic.java,5.0.0,7,63
541,SYNCOPE,core/idm/logic/src/main/java/org/apache/syncope/core/logic/ResourceLogic.java,5.0.0,4,62
542,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/CSVConfPanel.java,5.0.0,8,61
543,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyTypeClassDetailsPanel.java,5.0.0,2,60
544,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/AnyUtils.java,5.0.0,3,60
545,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AuthProfileDAO.java,5.0.0,3,60
546,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/DerSchemaRepoExt.java,5.0.0,3,60
547,SYNCOPE,core/self-keymaster-starter/src/main/java/org/apache/syncope/core/keymaster/rest/cxf/service/DomainServiceImpl.java,5.0.0,2,60
548,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/MIMETypesLoader.java,5.0.0,2,60
549,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/PlainSchemaRepoExt.java,5.0.0,3,60
550,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/PropagationData.java,5.0.0,2,60
551,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/AuditLogic.java,5.0.0,3,57
552,SYNCOPE,ext/saml2sp4ui/logic/src/main/java/org/apache/syncope/core/logic/saml2/SAML2SP4UIUserManager.java,5.0.0,5,57
553,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AttributableDataBinder.java,5.0.0,6,55
554,SYNCOPE,ext/elasticsearch/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/ElasticsearchReindex.java,5.0.0,10,55
555,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Groupable.java,5.0.0,4,55
556,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/GroupDataBinderImpl.java,5.0.0,7,55
557,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jFormPropertyDef.java,5.0.0,6,55
558,SYNCOPE,ext/opensearch/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/OpenSearchReindex.java,5.0.0,10,55
559,SYNCOPE,core/starter/src/main/java/org/apache/syncope/core/starter/actuate/DefaultSyncopeCoreInfoContributor.java,5.0.0,9,54
560,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/OracleJPARealmSearchDAO.java,5.0.0,6,54
561,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/AnyObjectRepoExtImpl.java,5.0.0,8,53
562,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ExternalResourceRepoExtImpl.java,5.0.0,6,53
563,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/RealmLogic.java,5.0.0,3,52
564,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/GroupMemberProvisionTaskJobDelegate.java,5.0.0,6,51
565,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/UserSelfLogic.java,5.0.0,6,51
566,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/DefaultJobManager.java,5.0.0,5,50
567,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/jexl/JexlContextBuilder.java,5.0.0,3,50
568,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/user/JPALinkedAccount.java,5.0.0,2,50
569,SYNCOPE,ext/saml2sp4ui/logic/src/main/java/org/apache/syncope/core/logic/SAML2SP4UILogic.java,5.0.0,4,50
570,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/SyncopeWebApplication.java,5.0.0,7,50
571,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/notification/AbstractNotificationJobDelegate.java,5.0.0,5,49
572,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/PlainAttrValue.java,5.0.0,9,49
573,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/AbstractUserLogic.java,5.0.0,4,48
574,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/support/DropdownAwareUserTaskJsonConverter.java,5.0.0,2,48
575,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/EntityViolationType.java,5.0.0,24,48
576,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/ImplementationLogic.java,5.0.0,3,48
577,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/ReportLogic.java,5.0.0,3,48
578,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/GroupRepoExtImpl.java,5.0.0,5,47
579,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/LiveSyncJobDelegate.java,5.0.0,5,47
580,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/OIDCC4UILogic.java,5.0.0,3,47
581,SYNCOPE,ext/openfga/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/OpenFGAReinit.java,5.0.0,8,47
582,SYNCOPE,common/keymaster/self/client-self/src/main/java/org/apache/syncope/common/keymaster/client/self/SelfKeymasterServiceOps.java,5.0.0,4,47
583,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/search/FilterVisitor.java,5.0.0,6,46
584,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractRealmResultHandler.java,5.0.0,9,45
585,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/OracleJPAAnySearchDAO.java,5.0.0,5,45
586,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ParametersWizardPanel.java,5.0.0,2,45
587,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/AnyOperations.java,5.0.0,4,43
588,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/dao/AbstractAnySearchDAO.java,5.0.0,6,42
589,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultConnIdBundleManager.java,5.0.0,4,42
590,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/LogicInvocationHandler.java,5.0.0,3,42
591,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/PushJobDelegate.java,5.0.0,6,42
592,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/SchemaLogic.java,5.0.0,5,42
593,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/search/SyncopeAbstractSearchCondVisitor.java,5.0.0,6,42
594,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractAnyTemplate.java,5.0.0,3,40
595,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractAnyTemplate.java,5.0.0,3,40
596,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Any.java,5.0.0,2,40
597,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/AnyTypeClass.java,5.0.0,2,40
598,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AuditEventDAO.java,5.0.0,2,40
599,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/ClientAppDAO.java,5.0.0,2,40
600,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ConnInstanceRepoExt.java,5.0.0,2,40
601,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/DAO.java,5.0.0,2,40
602,SYNCOPE,ext/elasticsearch/client-elasticsearch/src/main/java/org/apache/syncope/ext/elasticsearch/client/ElasticsearchUtils.java,5.0.0,7,40
603,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ExternalResourceRepoExt.java,5.0.0,2,40
604,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/impl/FlowableUserWorkflowAdapter.java,5.0.0,5,40
605,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/group/Group.java,5.0.0,2,40
606,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/GroupLogic.java,5.0.0,2,40
607,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/InboundPolicy.java,5.0.0,2,40
608,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/InboundTask.java,5.0.0,2,40
609,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAMacroTask.java,5.0.0,3,40
610,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAMacroTaskCommand.java,5.0.0,3,40
611,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARealm.java,5.0.0,3,40
612,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/MacroTask.java,5.0.0,2,40
613,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/MappingManager.java,5.0.0,2,40
