Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell
439,SYNCOPE,common/keymaster/self/rest-api/src/main/java/org/apache/syncope/common/keymaster/rest/api/service/NetworkServiceService.java,5.0.0,3
440,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/NewBpmnProcess.java,5.0.0,3
441,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/OIDCC4UILogic.java,5.0.0,3
442,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/clientapps/OIDCRPDirectoryPanel.java,5.0.0,3
443,SYNCOPE,ext/openfga/client-openfga/src/main/java/org/apache/syncope/ext/openfga/client/OpenFGAStoreManager.java,5.0.0,3
444,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ParametersWizardAttrStep.java,5.0.0,3
445,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/PasswordManagementDirectoryPanel.java,5.0.0,3
446,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/PasswordPolicyDirectoryPanel.java,5.0.0,3
447,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/type/PatchOp.java,5.0.0,3
448,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/PersistenceContext.java,5.0.0,3
449,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/PlainSchemaRepoExt.java,5.0.0,3
450,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/PlainSchemaRepoExtImpl.java,5.0.0,3
451,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/PolicyRuleDirectoryPanel.java,5.0.0,3
452,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/propagation/PriorityPropagationTaskExecutor.java,5.0.0,3
453,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/PropagationDataView.java,5.0.0,3
454,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/PushTaskFilters.java,5.0.0,3
455,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/RealmLogic.java,5.0.0,3
456,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/RealmSearchPanel.java,5.0.0,3
457,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/RealmService.java,5.0.0,3
458,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RelationshipTypeRepoExtImpl.java,5.0.0,3
459,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RemediationRepoExtImpl.java,5.0.0,3
460,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/RemediationService.java,5.0.0,3
461,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ReportExecRepoExtImpl.java,5.0.0,3
462,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/report/ReportJob.java,5.0.0,3
463,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/ReportLogic.java,5.0.0,3
464,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/status/ResourceStatusModal.java,5.0.0,3
465,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/saml2/SAML2LogoutResponseWebFilter.java,5.0.0,3
466,SYNCOPE,ext/saml2sp4ui/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/SAML2SP4UIIdPDataBinderImpl.java,5.0.0,3
467,SYNCOPE,ext/scimv2/logic/src/main/java/org/apache/syncope/core/logic/scim/SCIMConfManager.java,5.0.0,3
468,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/SCIMPatchOperationDeserializer.java,5.0.0,3
469,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/SelfConfirmPasswordReset.java,5.0.0,3
470,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/status/StatusUtils.java,5.0.0,3
471,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/stream/StreamPullJobDelegate.java,5.0.0,3
472,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/StyledNotificationBehavior.java,5.0.0,3
473,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/SyncopeClient.java,5.0.0,3
474,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/SyncopePasswordStrengthConfig.java,5.0.0,3
475,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/SyncopeService.java,5.0.0,3
476,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/SyncopeWizardButtonBar.java,5.0.0,3
477,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/serialization/SyncTokenDeserializer.java,5.0.0,3
478,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/TaskDirectoryPanel.java,5.0.0,3
479,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/TaskJob.java,5.0.0,3
480,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/TypeExtensionDirectoryPanel.java,5.0.0,3
481,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/TypeExtensionWizardBuilder.java,5.0.0,3
482,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/TypesDirectoryPanel.java,5.0.0,3
483,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/any/UserDetails.java,5.0.0,3
484,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/UserLogic.java,5.0.0,3
485,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/UserRequestFormPanel.java,5.0.0,3
486,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/UserSelfService.java,5.0.0,3
487,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/UserService.java,5.0.0,3
488,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/pages/WA.java,5.0.0,3
489,SYNCOPE,common/am/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/wa/WAConfigService.java,5.0.0,3
490,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/webauthn/WAWebAuthnCredentialRepository.java,5.0.0,3
491,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/content/XMLContentLoader.java,5.0.0,3
492,SYNCOPE,common/keymaster/client-zookeeper/src/main/java/org/apache/syncope/common/keymaster/client/zookeeper/ZookeeperServiceDiscoveryOps.java,5.0.0,3
493,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/AbstractAccountRuleConf.java,5.0.0,2
494,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/AbstractAnyRestClient.java,5.0.0,2
495,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/AbstractAuthProfileLogic.java,5.0.0,2
496,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/policy/AbstractCorrelationRuleConf.java,5.0.0,2
497,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/AbstractDAO.java,5.0.0,2
498,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractGroupableRelatable.java,5.0.0,2
499,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/AbstractPasswordRuleConf.java,5.0.0,2
500,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/AbstractPropagationTasks.java,5.0.0,2
501,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/AbstractRouteMatcher.java,5.0.0,2
502,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/AbstractSchemaRepoExt.java,5.0.0,2
503,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/AbstractServerLogoutSuccessHandler.java,5.0.0,2
504,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/AbstractTypeExtension.java,5.0.0,2
505,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/AbstractTypeExtension.java,5.0.0,2
506,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/AbstractWizardMgtPanel.java,5.0.0,2
507,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/AbstractXMLContentExporter.java,5.0.0,2
508,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/AbstractXMLContentLoader.java,5.0.0,2
509,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/ActionTableCheckGroup.java,5.0.0,2
510,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/AfterHandlingJob.java,5.0.0,2
511,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/AjaxCheckBoxPanel.java,5.0.0,2
512,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/ajax/markup/html/navigation/paging/AjaxDataNavigationToolbar.java,5.0.0,2
513,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/AjaxPasswordFieldPanel.java,5.0.0,2
514,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Any.java,5.0.0,2
515,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/layout/AnyLayoutUtils.java,5.0.0,2
516,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/AnyObjectDataBinderImpl.java,5.0.0,2
517,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyObjectDirectoryPanel.java,5.0.0,2
518,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyObjectDisplayAttributesModalPanel.java,5.0.0,2
519,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/AnyObjectLogic.java,5.0.0,2
520,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/AnyObjectSearchPanel.java,5.0.0,2
521,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/AnyObjectService.java,5.0.0,2
522,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/AnyPropagationTasks.java,5.0.0,2
523,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/AnyTypeClass.java,5.0.0,2
524,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyTypeClassDetailsPanel.java,5.0.0,2
525,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/AnyTypeClassLogic.java,5.0.0,2
526,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/AnyTypeClassRepoExtImpl.java,5.0.0,2
527,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/AnyTypeLogic.java,5.0.0,2
528,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/AnyTypeRepoExtImpl.java,5.0.0,2
529,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/any/AnyWrapper.java,5.0.0,2
530,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/AttributableValidator.java,5.0.0,2
531,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AttrListDirectoryPanel.java,5.0.0,2
532,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/AttrRepoLogic.java,5.0.0,2
533,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/AuditEventDAO.java,5.0.0,2
534,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/audit/AuditHistoryModal.java,5.0.0,2
535,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/AuthModuleLogic.java,5.0.0,2
536,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/rest/AuthProfileRestClient.java,5.0.0,2
537,SYNCOPE,client/am/enduser/src/main/java/org/apache/syncope/client/enduser/rest/AuthProfileRestClient.java,5.0.0,2
538,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/BaseDataSet.java,5.0.0,2
539,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/BaseExtPage.java,5.0.0,2
540,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/BaseExtWidget.java,5.0.0,2
541,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/pages/BaseWebPage.java,5.0.0,2
542,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/batch/BatchPayloadParser.java,5.0.0,2
543,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/BinaryFieldDownload.java,5.0.0,2
544,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/preview/BinaryPDFPreviewer.java,5.0.0,2
545,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/preview/BinaryTextPreviewer.java,5.0.0,2
546,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/clientapps/CASSPDirectoryPanel.java,5.0.0,2
547,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/collections/CircularFifoQueue.java,5.0.0,2
548,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/init/ClassPathScanImplementationLookup.java,5.0.0,2
549,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/ClientAppDAO.java,5.0.0,2
550,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/CommandComposeDirectoryPanel.java,5.0.0,2
551,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/CommandLogic.java,5.0.0,2
552,SYNCOPE,core/self-keymaster-starter/src/main/java/org/apache/syncope/core/keymaster/rest/cxf/service/ConfParamServiceImpl.java,5.0.0,2
553,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/ConnidLocations.java,5.0.0,2
554,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ConnInstanceRepoExt.java,5.0.0,2
555,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/filters/CustomGatewayFilterFactory.java,5.0.0,2
556,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/predicates/CustomRoutePredicateFactory.java,5.0.0,2
557,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/DAO.java,5.0.0,2
558,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DataTablePanel.java,5.0.0,2
559,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultAnyObjectProvisioningManager.java,5.0.0,2
560,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultConnectorManager.java,5.0.0,2
561,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultGroupProvisioningManager.java,5.0.0,2
562,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/DefaultPasswordGenerator.java,5.0.0,2
563,SYNCOPE,core/workflow-java/src/main/java/org/apache/syncope/core/workflow/java/DefaultUserWorkflowAdapter.java,5.0.0,2
564,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/DelegationLogic.java,5.0.0,2
565,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/spring/DomainEntityManagerFactoryBean.java,5.0.0,2
566,SYNCOPE,core/self-keymaster-starter/src/main/java/org/apache/syncope/core/logic/DomainLogic.java,5.0.0,2
567,SYNCOPE,core/self-keymaster-starter/src/main/java/org/apache/syncope/core/keymaster/rest/cxf/service/DomainServiceImpl.java,5.0.0,2
568,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/support/DropdownAwareUserTaskJsonConverter.java,5.0.0,2
569,SYNCOPE,ext/elasticsearch/persistence/src/main/java/org/apache/syncope/core/persistence/elasticsearch/dao/ElasticsearchAuditEventDAO.java,5.0.0,2
570,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Engagements.java,5.0.0,2
571,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/EntitlementsHolder.java,5.0.0,2
572,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/ExtAlertWidget.java,5.0.0,2
573,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ExternalResourceRepoExt.java,5.0.0,2
574,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ExternalResourceRepoExtImpl.java,5.0.0,2
575,SYNCOPE,core/starter/src/main/java/org/apache/syncope/core/starter/actuate/ExternalResourcesHealthIndicator.java,5.0.0,2
576,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/FIQLQueryLogic.java,5.0.0,2
577,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/utils/FormatUtils.java,5.0.0,2
578,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/type/Function.java,5.0.0,2
579,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/group/Group.java,5.0.0,2
580,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/GroupDisplayAttributesModalPanel.java,5.0.0,2
581,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/GroupLogic.java,5.0.0,2
582,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/GroupService.java,5.0.0,2
583,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/policy/HaveIBeenPwnedPasswordRule.java,5.0.0,2
584,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/commons/IdMAnyDirectoryPanelAdditionalActionLinksProvider.java,5.0.0,2
585,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/commons/IdMExternalResourceProvider.java,5.0.0,2
586,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/IdRepoAnyDirectoryPanelAdditionalActionsProvider.java,5.0.0,2
587,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/IdRepoRealmPolicyProvider.java,5.0.0,2
588,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/ImageModalPanel.java,5.0.0,2
589,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ImplementationModalPanel.java,5.0.0,2
590,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ImplementationRepoExtImpl.java,5.0.0,2
591,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ImplementationTypesHolder.java,5.0.0,2
592,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/panels/ImportMetadata.java,5.0.0,2
593,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/InboundPolicy.java,5.0.0,2
594,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/policies/InboundPolicyDirectoryPanel.java,5.0.0,2
595,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/InboundTask.java,5.0.0,2
596,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/IndicatingOnConfirmAjaxLink.java,5.0.0,2
597,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/ajax/form/IndicatorAjaxEventBehavior.java,5.0.0,2
598,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/ajax/markup/html/IndicatorAjaxLink.java,5.0.0,2
599,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/ajax/form/IndicatorModalCloseBehavior.java,5.0.0,2
600,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/ITabComponent.java,5.0.0,2
601,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/ItemTransformerWidget.java,5.0.0,2
602,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/attr/JDBCAttrRepoConf.java,5.0.0,2
603,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/jexl/JexlTools.java,5.0.0,2
604,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/mapping/JEXLTransformersTogglePanel.java,5.0.0,2
605,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/widgets/JEXLTransformerWidget.java,5.0.0,2
606,SYNCOPE,core/starter/src/main/java/org/apache/syncope/core/starter/actuate/JobEndpoint.java,5.0.0,2
607,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAAccountPolicy.java,5.0.0,2
608,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAAttrReleasePolicy.java,5.0.0,2
609,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPABatchDAO.java,5.0.0,2
610,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAExternalResource.java,5.0.0,2
611,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAJobStatusDAO.java,5.0.0,2
612,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/user/JPALinkedAccount.java,5.0.0,2
613,SYNCOPE,ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAOIDCC4UIProvider.java,5.0.0,2
614,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/policy/JPAPasswordPolicy.java,5.0.0,2
615,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAReport.java,5.0.0,2
616,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPARole.java,5.0.0,2
617,SYNCOPE,ext/saml2sp4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPASAML2SP4UIIdP.java,5.0.0,2
618,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/JWKSGenerationPanel.java,5.0.0,2
619,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/LDAPPasswordPullActions.java,5.0.0,2
620,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/LiveSyncTask.java,5.0.0,2
621,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/LiveSyncTaskDirectoryPanel.java,5.0.0,2
622,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/LiveSyncTaskSaver.java,5.0.0,2
623,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/Login.java,5.0.0,2
624,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Logs.java,5.0.0,2
625,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/MacroTask.java,5.0.0,2
626,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/notification/MailNotificationJobDelegate.java,5.0.0,2
627,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/MailTemplateDirectoryPanel.java,5.0.0,2
628,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/MailTemplateLogic.java,5.0.0,2
629,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/MappingManager.java,5.0.0,2
630,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/MergeLinkedAccountsResourcesPanel.java,5.0.0,2
631,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/MergeLinkedAccountsSearchPanel.java,5.0.0,2
632,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/MIMETypesLoader.java,5.0.0,2
633,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/filters/ModifyResponseGatewayFilterFactory.java,5.0.0,2
634,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/MultilevelPanel.java,5.0.0,2
635,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/policy/Neo4jAccountPolicy.java,5.0.0,2
636,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/policy/Neo4jAttrReleasePolicy.java,5.0.0,2
637,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/Neo4jDomainHolder.java,5.0.0,2
638,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/Neo4jDomainRegistry.java,5.0.0,2
639,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/policy/Neo4jPasswordPolicy.java,5.0.0,2
640,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jReport.java,5.0.0,2
641,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jRole.java,5.0.0,2
642,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4jWAConfigEntry.java,5.0.0,2
643,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/NetworkServiceDirectoryPanel.java,5.0.0,2
644,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NetworkServiceRepoExtImpl.java,5.0.0,2
645,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/oidc/NoOpSessionStore.java,5.0.0,2
646,SYNCOPE,ext/saml2sp4ui/logic/src/main/java/org/apache/syncope/core/logic/saml2/NoOpSessionStore.java,5.0.0,2
647,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/pac4j/NoOpSessionStore.java,5.0.0,2
