Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell
1644,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/BarDataSet.java,5.0.0,0
1645,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/BaseBean.java,5.0.0,0
1646,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/BaseRestClient.java,5.0.0,0
1647,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/rest/BaseRestClient.java,5.0.0,0
1648,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/BaseSession.java,5.0.0,0
1649,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/BaseWebApplication.java,5.0.0,0
1650,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/BasicAuthenticationHandler.java,5.0.0,0
1651,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/attrvalue/BasicValidator.java,5.0.0,0
1652,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Batch.java,5.0.0,0
1653,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/batch/BatchClientFactoryBean.java,5.0.0,0
1654,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/BatchDAO.java,5.0.0,0
1655,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/batch/BatchItem.java,5.0.0,0
1656,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/batch/BatchPayloadGenerator.java,5.0.0,0
1657,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/batch/BatchPayloadLine.java,5.0.0,0
1658,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/batch/BatchRequest.java,5.0.0,0
1659,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/batch/BatchResponse.java,5.0.0,0
1660,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/BatchResponseColumn.java,5.0.0,0
1661,SYNCOPE,ext/oidcc4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/oidcc4ui/BeforeLogoutResource.java,5.0.0,0
1662,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/annotations/BinaryPreview.java,5.0.0,0
1663,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/attrvalue/BinaryValidator.java,5.0.0,0
1664,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/BookmarkablePageLinkBuilder.java,5.0.0,0
1665,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/BookmarkablePageLinkBuilder.java,5.0.0,0
1666,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/BooleanPropertyColumn.java,5.0.0,0
1667,SYNCOPE,ext/flowable/common-lib/src/main/java/org/apache/syncope/common/lib/to/BpmnProcess.java,5.0.0,0
1668,SYNCOPE,ext/flowable/common-lib/src/main/java/org/apache/syncope/common/lib/types/BpmnProcessFormat.java,5.0.0,0
1669,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/resources/BpmnProcessGETResource.java,5.0.0,0
1670,SYNCOPE,ext/flowable/logic/src/main/java/org/apache/syncope/core/logic/BpmnProcessLogic.java,5.0.0,0
1671,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/api/BpmnProcessManager.java,5.0.0,0
1672,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/resources/BpmnProcessPUTResource.java,5.0.0,0
1673,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/rest/BpmnProcessRestClient.java,5.0.0,0
1674,SYNCOPE,ext/flowable/client-enduser/src/main/java/org/apache/syncope/client/enduser/rest/BpmnProcessRestClient.java,5.0.0,0
1675,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/BulkConfigurationOption.java,5.0.0,0
1676,SYNCOPE,core/metrics-starter/src/main/java/org/springframework/boot/cache/autoconfigure/metrics/CacheMetricsContext.java,5.0.0,0
1677,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/CapabilitiesPanel.java,5.0.0,0
1678,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/panels/CardPanel.java,5.0.0,0
1679,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/cas/CASAuthenticationRequestWebFilter.java,5.0.0,0
1680,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/cas/CASAuthenticationWebFilter.java,5.0.0,0
1681,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/CaseCanonicalizationMode.java,5.0.0,0
1682,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/cas/CASSecurityConfigUtils.java,5.0.0,0
1683,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/cas/CASServerLogoutHandler.java,5.0.0,0
1684,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/cas/CASServerLogoutSuccessHandler.java,5.0.0,0
1685,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/am/CASSPClientApp.java,5.0.0,0
1686,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/CASSPClientAppDAO.java,5.0.0,0
1687,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/CASSPClientAppRepo.java,5.0.0,0
1688,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/CASSPClientAppRepo.java,5.0.0,0
1689,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/CASSPClientAppRepoExt.java,5.0.0,0
1690,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/CASSPClientAppRepoExt.java,5.0.0,0
1691,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/CASSPClientAppRepoExtImpl.java,5.0.0,0
1692,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/CASSPClientAppRepoExtImpl.java,5.0.0,0
1693,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/to/CASSPClientAppTO.java,5.0.0,0
1694,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/CASSPClientAppTOMapper.java,5.0.0,0
1695,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/cas/CASUtils.java,5.0.0,0
1696,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/Chart.java,5.0.0,0
1697,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/ChartData.java,5.0.0,0
1698,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/CheckBoxGroupSelectorPanel.java,5.0.0,0
1699,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/CheckBoxPanel.java,5.0.0,0
1700,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/CheckGroupColumn.java,5.0.0,0
1701,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/CipherAlgorithm.java,5.0.0,0
1702,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/init/ClassPathScanImplementationContributor.java,5.0.0,0
1703,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/am/ClientApp.java,5.0.0,0
1704,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/ClientAppDataBinder.java,5.0.0,0
1705,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/clientapps/ClientAppPropertyWizardBuilder.java,5.0.0,0
1706,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ClientAppRepoExt.java,5.0.0,0
1707,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ClientAppRepoExt.java,5.0.0,0
1708,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/clientapps/ClientApps.java,5.0.0,0
1709,SYNCOPE,core/am/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/ClientAppServiceImpl.java,5.0.0,0
1710,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/to/ClientAppTO.java,5.0.0,0
1711,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/ClientAppType.java,5.0.0,0
1712,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/am/ClientAppUtils.java,5.0.0,0
1713,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/am/ClientAppUtilsFactory.java,5.0.0,0
1714,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/filters/ClientCertsToRequestHeaderFilterFactory.java,5.0.0,0
1715,SYNCOPE,ext/oidcc4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/oidcc4ui/CodeConsumerResource.java,5.0.0,0
1716,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/CollectionPropertyColumn.java,5.0.0,0
1717,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/macro/Command.java,5.0.0,0
1718,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/command/CommandArgs.java,5.0.0,0
1719,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/command/CommandOutput.java,5.0.0,0
1720,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/CommandRestClient.java,5.0.0,0
1721,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/CommandServiceImpl.java,5.0.0,0
1722,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/command/CommandTO.java,5.0.0,0
1723,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/CommandWrapper.java,5.0.0,0
1724,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/CommonPersistenceContext.java,5.0.0,0
1725,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/CommonUIProperties.java,5.0.0,0
1726,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/ComplianceQuery.java,5.0.0,0
1727,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/ComposablePolicy.java,5.0.0,0
1728,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/ConfigurationOption.java,5.0.0,0
1729,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/ConfirmBehavior.java,5.0.0,0
1730,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/ConflictResolutionAction.java,5.0.0,0
1731,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/keymaster/ConfParam.java,5.0.0,0
1732,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/keymaster/ConfParamDAO.java,5.0.0,0
1733,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/content/ConfParamLoader.java,5.0.0,0
1734,SYNCOPE,core/self-keymaster-starter/src/main/java/org/apache/syncope/core/logic/ConfParamLogic.java,5.0.0,0
1735,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/ConfParamOps.java,5.0.0,0
1736,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ConfParamRepo.java,5.0.0,0
1737,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ConfParamRepo.java,5.0.0,0
1738,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/types/ConnConfProperty.java,5.0.0,0
1739,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/Connector.java,5.0.0,0
1740,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/types/ConnectorCapability.java,5.0.0,0
1741,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/commons/ConnectorDataProvider.java,5.0.0,0
1742,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/ConnectorLoader.java,5.0.0,0
1743,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/ConnectorManager.java,5.0.0,0
1744,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/serialization/ConnectorObjectIdentificationSerializer.java,5.0.0,0
1745,SYNCOPE,fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/ConnectorServerStartStopListener.java,5.0.0,0
1746,SYNCOPE,core/idm/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/ConnectorServiceImpl.java,5.0.0,0
1747,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/ConnIdBundle.java,5.0.0,0
1748,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/ConnIdBundleManager.java,5.0.0,0
1749,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/ConnIdObjectClass.java,5.0.0,0
1750,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java,5.0.0,0
1751,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/ConnInstance.java,5.0.0,0
1752,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/ConnInstanceCheck.java,5.0.0,0
1753,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/ConnInstanceDAO.java,5.0.0,0
1754,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/ConnInstanceDataBinder.java,5.0.0,0
1755,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ConnInstanceRepo.java,5.0.0,0
1756,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ConnInstanceRepo.java,5.0.0,0
1757,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ConnInstanceRepoExtImpl.java,5.0.0,0
1758,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/ConnInstanceTO.java,5.0.0,0
1759,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/ConnInstanceValidator.java,5.0.0,0
1760,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/ConnObject.java,5.0.0,0
1761,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/ConnObjectAttrColumn.java,5.0.0,0
1762,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/ConnObjectTOCompleteCondition.java,5.0.0,0
1763,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/ConnObjectTOFiqlSearchConditionBuilder.java,5.0.0,0
1764,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/ConnObjectTOPartialCondition.java,5.0.0,0
1765,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/search/ConnObjectTOProperty.java,5.0.0,0
1766,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/status/ConnObjectWrapper.java,5.0.0,0
1767,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/types/ConnPoolConf.java,5.0.0,0
1768,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/ConnPoolConfConverter.java,5.0.0,0
1769,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/utils/ConnPoolConfUtils.java,5.0.0,0
1770,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/wa/ConsentDecisionLogic.java,5.0.0,0
1771,SYNCOPE,core/am/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/wa/ConsentDecisionServiceImpl.java,5.0.0,0
1772,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/ConsoleAnonymousRestClient.java,5.0.0,0
1773,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/resources/saml2sp4ui/ConsoleAssertionConsumerResource.java,5.0.0,0
1774,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/resources/oidcc4ui/ConsoleCodeConsumerResource.java,5.0.0,0
1775,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/resources/oidcc4ui/ConsoleLogoutResource.java,5.0.0,0
1776,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/resources/saml2sp4ui/ConsoleLogoutResource.java,5.0.0,0
1777,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/ConsoleProperties.java,5.0.0,0
1778,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/ConstantReconFilterBuilder.java,5.0.0,0
1779,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/content/ContentExporter.java,5.0.0,0
1780,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/content/ContentLoader.java,5.0.0,0
1781,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/CoreReferenceContext.java,5.0.0,0
1782,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/policy/CorrelationRuleEntity.java,5.0.0,0
1783,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/task/Create.java,5.0.0,0
1784,SYNCOPE,fit/core-reference/src/main/java-all/org/apache/syncope/fit/core/reference/flowable/CreateARelationship.java,5.0.0,0
1785,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/CsrfRouteMatcher.java,5.0.0,0
1786,SYNCOPE,common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/CSVPullSpec.java,5.0.0,0
1787,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/layout/CustomizationOption.java,5.0.0,0
1788,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/CustomJWTSSOProvider.java,5.0.0,0
1789,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DashboardAccessTokensPanel.java,5.0.0,0
1790,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DashboardControlPanel.java,5.0.0,0
1791,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/DataSetChart.java,5.0.0,0
1792,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/DateOps.java,5.0.0,0
1793,SYNCOPE,fit/build-tools/src/main/java/org/apache/syncope/fit/buildtools/cxf/DateParamConverterProvider.java,5.0.0,0
1794,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/DateParamConverterProvider.java,5.0.0,0
1795,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/extensions/markup/html/repeater/data/table/DatePropertyColumn.java,5.0.0,0
1796,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/DateToDateItemTransformer.java,5.0.0,0
1797,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/DateToLongItemTransformer.java,5.0.0,0
1798,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/DefaultAccessMapper.java,5.0.0,0
1799,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultAccessPolicyConf.java,5.0.0,0
1800,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/policy/DefaultAccountRule.java,5.0.0,0
1801,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultAccountRuleConf.java,5.0.0,0
1802,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultAnyObjectPushResultHandler.java,5.0.0,0
1803,SYNCOPE,core/workflow-java/src/main/java/org/apache/syncope/core/workflow/java/DefaultAnyObjectWorkflowAdapter.java,5.0.0,0
1804,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultAttrReleasePolicyConf.java,5.0.0,0
1805,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/DefaultAuthMapper.java,5.0.0,0
1806,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultAuthPolicyConf.java,5.0.0,0
1807,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/DefaultEncryptor.java,5.0.0,0
1808,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/DefaultEncryptorManager.java,5.0.0,0
1809,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultGroupPushResultHandler.java,5.0.0,0
1810,SYNCOPE,core/workflow-java/src/main/java/org/apache/syncope/core/workflow/java/DefaultGroupWorkflowAdapter.java,5.0.0,0
1811,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultInboundCorrelationRule.java,5.0.0,0
1812,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultInboundCorrelationRuleConf.java,5.0.0,0
1813,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultPasswordRuleConf.java,5.0.0,0
1814,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/attrvalue/DefaultPlainAttrValidationManager.java,5.0.0,0
1815,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/DefaultProvisionSorter.java,5.0.0,0
1816,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultPushCorrelationRuleConf.java,5.0.0,0
1817,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/DefaultTicketExpirationMapper.java,5.0.0,0
1818,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/DefaultTicketExpirationPolicyConf.java,5.0.0,0
1819,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/clientapps/DefaultUsernameAttributeProviderConf.java,5.0.0,0
1820,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/DefaultUsernameAttributeProviderConfMapper.java,5.0.0,0
1821,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/DelegatedAdministrationException.java,5.0.0,0
1822,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/DelegationCheck.java,5.0.0,0
1823,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/DelegationDAO.java,5.0.0,0
1824,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/DelegationDataBinder.java,5.0.0,0
1825,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/DelegationRepo.java,5.0.0,0
1826,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/DelegationRepo.java,5.0.0,0
1827,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/DelegationRestClient.java,5.0.0,0
1828,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/DelegationServiceImpl.java,5.0.0,0
1829,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/DelegationTO.java,5.0.0,0
1830,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/validation/DelegationValidator.java,5.0.0,0
1831,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/task/Delete.java,5.0.0,0
1832,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/DerAttrHandler.java,5.0.0,0
1833,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/DerSchema.java,5.0.0,0
1834,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/DerSchemaDAO.java,5.0.0,0
1835,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/DerSchemaRepo.java,5.0.0,0
1836,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/DerSchemaRepo.java,5.0.0,0
1837,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/DerSchemaRepoExtImpl.java,5.0.0,0
1838,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/DerSchemaTO.java,5.0.0,0
1839,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/model/Domain.java,5.0.0,0
1840,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/keymaster/DomainDAO.java,5.0.0,0
1841,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/keymaster/DomainEntity.java,5.0.0,0
1842,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/DomainHolder.java,5.0.0,0
1843,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/hibernate/DomainJCacheRegionFactory.java,5.0.0,0
1844,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/DomainOps.java,5.0.0,0
1845,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/support/DomainProcessEngine.java,5.0.0,0
1846,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/DomainProperties.java,5.0.0,0
1847,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/DomainProperties.java,5.0.0,0
1848,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/DomainRegistry.java,5.0.0,0
1849,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/DomainRepo.java,5.0.0,0
1850,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/DomainRepo.java,5.0.0,0
1851,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/spring/DomainRoutingDriver.java,5.0.0,0
